ID,Country,Specialization,How did you hear about Us,Current_Occupation,What matters most to you in choosing a course,Origin,Source,Do Not Email,Do Not Call,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Purchased
7026,India,Marketing Management,Other,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,4,225,4,SMS Sent,No
7027,,,,,,API,Olark Chat,No,No,0,0,0,Email Opened,No
7028,India,,,Student,Better Career Prospects,API,Google,No,No,2,16,1,Olark Chat Conversation,No
7029,India,,,Student,Better Career Prospects,API,Google,No,No,5,143,2.5,Page Visited on Website,No
7030,India,Business Administration,Social Media,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,24,2,Email Opened,No
7031,,,,,,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
7032,,,,,,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
7033,India,Finance Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,1328,2,SMS Sent,No
7034,,,,Unemployed,Better Career Prospects,Lead Add Form,Welingak Website,Yes,No,0,0,0,SMS Sent,Yes
7035,India,Operations Management,,,,Landing Page Submission,Direct Traffic,No,No,2,238,2,Email Opened,No
7036,,,,Unemployed,Better Career Prospects,API,Google,Yes,No,3,156,1.5,SMS Sent,Yes
7037,India,Marketing Management,,Working Professional,Better Career Prospects,API,Google,No,No,2,1311,1,SMS Sent,Yes
7038,India,Human Resource Management,Online Search,,,Landing Page Submission,Google,No,No,3,519,3,SMS Sent,Yes
7039,,Marketing Management,,Working Professional,Better Career Prospects,API,Olark Chat,Yes,No,0,0,0,Email Bounced,No
7040,,,,Unemployed,Better Career Prospects,Lead Add Form,Welingak Website,No,No,0,0,0,Email Opened,Yes
7041,India,,,Unemployed,Better Career Prospects,API,Google,No,No,3,1575,3,SMS Sent,Yes
7042,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,SMS Sent,No
7043,India,Finance Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,5,1675,5,SMS Sent,No
7044,India,Human Resource Management,,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,4,1766,2,Email Opened,Yes
7045,India,IT Projects Management,,,,Landing Page Submission,Direct Traffic,No,No,4,237,4,SMS Sent,No
7046,,,,Unemployed,Better Career Prospects,Lead Add Form,Welingak Website,No,No,0,0,0,SMS Sent,Yes
7047,India,,,Unemployed,Better Career Prospects,API,Direct Traffic,Yes,No,7,157,3.5,Olark Chat Conversation,No
7048,India,Human Resource Management,,Unemployed,Better Career Prospects,API,Google,No,No,2,1148,2,Email Opened,No
7049,,IT Projects Management,,Unemployed,Better Career Prospects,Landing Page Submission,Organic Search,No,No,9,1233,4.5,Email Opened,Yes
7050,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Email Opened,No
7051,India,E-COMMERCE,,Unemployed,Better Career Prospects,API,Google,No,No,3,1152,3,Email Opened,Yes
7052,India,Business Administration,,Unemployed,Better Career Prospects,Landing Page Submission,Organic Search,No,No,4,1224,4,Email Opened,Yes
7053,India,Operations Management,,Unemployed,Better Career Prospects,API,Organic Search,No,No,12,1125,3,Page Visited on Website,Yes
7054,India,Supply Chain Management,,Unemployed,Better Career Prospects,API,Google,No,No,4,1483,2,Had a Phone Conversation,Yes
7055,India,Finance Management,,,,Landing Page Submission,Direct Traffic,No,No,2,33,2,Page Visited on Website,No
7056,India,Finance Management,,Working Professional,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,3,69,3,SMS Sent,Yes
7057,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Email Opened,No
7058,India,Human Resource Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,5,2058,5,SMS Sent,Yes
7059,India,Travel and Tourism,,Unemployed,Better Career Prospects,Landing Page Submission,Organic Search,Yes,No,10,155,5,Page Visited on Website,No
7060,India,Operations Management,Word Of Mouth,Unemployed,Better Career Prospects,API,Google,No,No,8,963,8,Email Opened,No
7061,India,Marketing Management,Online Search,,,API,Olark Chat,No,No,3,1440,1.5,Olark Chat Conversation,No
7062,,,,,,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
7063,,Supply Chain Management,,Unemployed,Better Career Prospects,Landing Page Submission,Organic Search,No,No,6,288,3,SMS Sent,No
7064,India,Media and Advertising,,,,Landing Page Submission,Direct Traffic,No,No,4,1147,4,SMS Sent,Yes
7065,India,Finance Management,,,,API,Organic Search,No,No,7,1247,7,Email Opened,Yes
7066,India,Supply Chain Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,4,1376,4,SMS Sent,No
7067,South Africa,Marketing Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,5,2,Email Opened,No
7068,India,Marketing Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,Yes,No,1,190,1,Email Bounced,No
7069,India,Marketing Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,4,3,4,SMS Sent,No
7070,India,Marketing Management,,,,Landing Page Submission,Direct Traffic,No,No,2,197,2,SMS Sent,No
7071,India,Finance Management,,Student,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,3,521,3,SMS Sent,Yes
7072,India,Marketing Management,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,4,275,4,Page Visited on Website,No
7073,,,,,,API,Olark Chat,No,No,0,0,0,Email Opened,No
7074,India,"Banking, Investment And Insurance",Student of SomeSchool,,,API,Google,No,No,5,140,5,Email Opened,No
7075,India,International Business,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,1163,2,Converted to Lead,No
7076,India,Hospitality Management,,Student,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,437,2,Email Opened,No
7077,Saudi Arabia,Supply Chain Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,84,2,SMS Sent,Yes
7078,India,Human Resource Management,Word Of Mouth,Student,Better Career Prospects,Landing Page Submission,Google,No,No,5,459,5,Email Opened,No
7079,,,,,,API,Olark Chat,No,No,0,0,0,Email Opened,No
7080,India,IT Projects Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,293,2,Email Opened,No
7081,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,SMS Sent,Yes
7082,India,Marketing Management,Student of SomeSchool,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,3,730,3,Email Opened,Yes
7083,India,Healthcare Management,,Working Professional,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,1534,2,SMS Sent,Yes
7084,India,Finance Management,Student of SomeSchool,Unemployed,Better Career Prospects,API,Olark Chat,No,No,4,10,2,Form Submitted on Website,No
7085,India,International Business,Online Search,,,Landing Page Submission,Google,No,No,5,461,5,Email Opened,No
7086,India,International Business,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,762,2,Email Opened,Yes
7087,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
7088,India,"Banking, Investment And Insurance",Other,,,Landing Page Submission,Google,No,No,5,279,2.5,SMS Sent,No
7089,India,Supply Chain Management,,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,3,291,1.5,Email Opened,No
7090,India,Travel and Tourism,,Working Professional,Better Career Prospects,Landing Page Submission,Organic Search,No,No,14,1290,3.5,Email Opened,Yes
7091,India,Operations Management,Student of SomeSchool,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,3,135,1.5,SMS Sent,No
7092,India,Finance Management,Student of SomeSchool,Unemployed,Better Career Prospects,API,Olark Chat,No,No,2,662,1,SMS Sent,Yes
7093,India,International Business,,Unemployed,Better Career Prospects,Landing Page Submission,Organic Search,No,No,20,1494,6.67,SMS Sent,No
7094,India,Business Administration,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,16,1996,4,Page Visited on Website,No
7095,India,Media and Advertising,,Working Professional,Better Career Prospects,API,Organic Search,No,No,4,1833,4,SMS Sent,Yes
7096,India,Business Administration,,,,Landing Page Submission,Direct Traffic,No,No,7,1058,1.75,SMS Sent,Yes
7097,India,Human Resource Management,,Working Professional,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,3,1449,1.5,SMS Sent,Yes
7098,India,Human Resource Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,465,2,Email Opened,No
7099,India,Business Administration,Student of SomeSchool,Working Professional,Better Career Prospects,Landing Page Submission,Google,No,No,8,1775,2.67,Email Opened,Yes
7100,India,Human Resource Management,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,4,887,4,Email Opened,Yes
7101,India,Operations Management,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Google,Yes,No,3,1738,3,SMS Sent,Yes
7102,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Email Opened,No
7103,India,Operations Management,,Unemployed,Better Career Prospects,Landing Page Submission,Organic Search,No,No,6,428,2,Email Opened,Yes
7104,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Email Opened,No
7105,India,Hospitality Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,9,78,4.5,SMS Sent,No
7106,India,Travel and Tourism,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,10,1290,2,SMS Sent,Yes
7107,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
7108,India,,,Unemployed,Better Career Prospects,API,Google,No,No,2,29,2,Email Opened,No
7109,India,Human Resource Management,,Unemployed,Better Career Prospects,API,Organic Search,No,No,4,763,2,SMS Sent,Yes
7110,India,Media and Advertising,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,463,2,SMS Sent,No
7111,India,,,Unemployed,Better Career Prospects,API,Google,No,No,2,217,2,Email Opened,No
7112,India,Media and Advertising,,,,Landing Page Submission,Direct Traffic,No,No,2,90,2,SMS Sent,No
7113,India,Finance Management,Other,Unemployed,Better Career Prospects,API,Google,No,No,5,167,5,Email Opened,No
7114,India,IT Projects Management,,Working Professional,Better Career Prospects,Landing Page Submission,Google,No,No,3,620,1.5,SMS Sent,Yes
7115,India,IT Projects Management,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,3,93,3,Page Visited on Website,No
7116,India,Hospitality Management,,Unemployed,Better Career Prospects,Landing Page Submission,Organic Search,No,No,10,144,5,Email Link Clicked,No
7117,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Email Link Clicked,Yes
7118,India,Operations Management,,Unemployed,Better Career Prospects,Landing Page Submission,Organic Search,No,No,3,1375,3,SMS Sent,Yes
7119,India,IT Projects Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,1396,2,Email Link Clicked,No
7120,India,IT Projects Management,,,,Landing Page Submission,Direct Traffic,Yes,No,2,247,2,SMS Sent,No
7121,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Email Opened,Yes
7122,India,Finance Management,,Working Professional,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,4,1063,4,Email Opened,Yes
7123,United States,,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,Yes,No,1,258,1,Email Bounced,No
7124,India,Human Resource Management,Other,,,API,Olark Chat,No,No,1,170,1,Form Submitted on Website,No
7125,India,International Business,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,219,2,Email Opened,No
7126,India,Operations Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,3,692,3,SMS Sent,Yes
7127,India,E-COMMERCE,Online Search,Businessman,Better Career Prospects,Landing Page Submission,Google,No,No,4,1647,4,Email Opened,Yes
7128,India,Finance Management,,Working Professional,Better Career Prospects,API,Organic Search,No,No,8,257,4,Email Opened,Yes
7129,India,Hospitality Management,,Working Professional,Better Career Prospects,API,Organic Search,No,No,9,1115,2.25,Email Opened,Yes
7130,India,Finance Management,Online Search,Unemployed,Better Career Prospects,API,Olark Chat,No,No,3,1599,1.5,Form Submitted on Website,No
7131,India,Operations Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,Yes,No,7,1139,2.33,Email Bounced,No
7132,India,Media and Advertising,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,3,341,3,Email Opened,No
7133,India,,,Unemployed,Better Career Prospects,API,Organic Search,No,No,2,1248,1,Email Opened,Yes
7134,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
7135,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Email Opened,No
7136,,,,,,API,Olark Chat,No,No,0,0,0,Email Opened,No
7137,India,Finance Management,,Working Professional,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,4,1115,1.33,Page Visited on Website,Yes
7138,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Email Opened,Yes
7139,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Email Opened,No
7140,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Email Link Clicked,No
7141,India,Supply Chain Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,4,73,4,SMS Sent,No
7142,,,,Unemployed,Better Career Prospects,API,Olark Chat,Yes,No,0,0,0,Olark Chat Conversation,No
7143,India,IT Projects Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,Yes,No,2,1103,2,SMS Sent,No
7144,India,,,Unemployed,Better Career Prospects,API,Google,No,No,2,144,2,Page Visited on Website,No
7145,India,Finance Management,Word Of Mouth,Working Professional,Better Career Prospects,Landing Page Submission,Google,No,No,3,36,3,Form Submitted on Website,No
7146,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Email Opened,No
7147,India,Finance Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,1,290,1,Converted to Lead,No
7148,United Arab Emirates,,,Unemployed,Better Career Prospects,API,Organic Search,No,No,5,168,2.5,Email Opened,No
7149,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Email Opened,No
7150,India,Finance Management,,,,Landing Page Submission,Direct Traffic,Yes,No,2,410,2,Email Bounced,No
7151,India,Supply Chain Management,Online Search,Working Professional,Better Career Prospects,Landing Page Submission,Google,No,No,8,735,8,Email Opened,Yes
7152,,,,,,API,Olark Chat,No,No,0,0,0,Email Link Clicked,No
7153,,,,,,API,Olark Chat,No,No,0,0,0,Email Opened,No
7154,India,International Business,,Unemployed,Better Career Prospects,Landing Page Submission,Organic Search,No,No,28,340,4,Email Link Clicked,No
7155,India,,,,,API,Google,No,No,3,88,1.5,SMS Sent,No
7156,India,Human Resource Management,,,,Landing Page Submission,Direct Traffic,No,No,3,515,3,Email Opened,No
7157,India,"Banking, Investment And Insurance",,Student,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,5,1295,5,Email Opened,Yes
7158,India,Finance Management,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,3,1795,1.5,Olark Chat Conversation,No
7159,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Email Opened,No
7160,India,,,Unemployed,Better Career Prospects,API,Google,No,No,3,1190,3,SMS Sent,Yes
7161,,,,,,API,Olark Chat,No,No,0,0,0,Email Opened,No
7162,India,International Business,,Unemployed,Better Career Prospects,Landing Page Submission,Organic Search,Yes,No,5,623,5,Email Bounced,No
7163,India,Human Resource Management,Student of SomeSchool,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,3,62,3,Email Link Clicked,No
7164,India,Marketing Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,3,204,3,Olark Chat Conversation,No
7165,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Email Link Clicked,No
7166,India,Healthcare Management,,Working Professional,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,111,2,Email Opened,Yes
7167,India,Finance Management,Multiple Sources,Working Professional,Better Career Prospects,Landing Page Submission,Google,No,No,4,752,4,Email Opened,Yes
7168,India,IT Projects Management,,Working Professional,Better Career Prospects,API,Direct Traffic,No,No,2,1441,2,SMS Sent,Yes
7169,,Marketing Management,,Working Professional,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Email Opened,No
7170,,,,,,API,Olark Chat,No,No,0,0,0,Email Opened,No
7171,India,Business Administration,,Unemployed,Better Career Prospects,API,Google,No,No,10,932,2.5,Page Visited on Website,Yes
7172,India,Operations Management,,Working Professional,Better Career Prospects,API,Organic Search,No,No,2,869,1,SMS Sent,Yes
7173,India,Marketing Management,Word Of Mouth,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,4,1529,4,Email Opened,Yes
7174,,,,,,API,Olark Chat,No,No,0,0,0,SMS Sent,No
7175,,,,Unemployed,Better Career Prospects,Lead Add Form,Reference,No,No,0,0,0,SMS Sent,Yes
7176,India,Operations Management,,,,API,Olark Chat,No,No,1,1186,1,SMS Sent,Yes
7177,India,"Banking, Investment And Insurance",,,,Landing Page Submission,Direct Traffic,No,No,5,484,5,SMS Sent,Yes
7178,India,,,,,API,Google,No,No,2,837,1,SMS Sent,Yes
7179,India,,,,,API,Organic Search,No,No,3,1228,1.5,SMS Sent,Yes
7180,India,Supply Chain Management,Student of SomeSchool,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,4,228,4,Page Visited on Website,No
7181,,,,,,API,Olark Chat,No,No,0,0,0,Email Opened,No
7182,India,,,Unemployed,Better Career Prospects,API,Google,No,No,3,1314,1.5,Email Link Clicked,No
7183,India,Finance Management,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,4,1098,4,Email Opened,Yes
7184,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Email Opened,No
7185,India,Human Resource Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,5,124,2.5,Page Visited on Website,No
7186,India,Human Resource Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,1,419,1,Converted to Lead,No
7187,India,Healthcare Management,,Housewife,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,861,2,Email Opened,Yes
7188,,Human Resource Management,,Working Professional,Better Career Prospects,Lead Add Form,Reference,No,No,1,938,1,Email Opened,Yes
7189,India,,,Unemployed,Better Career Prospects,API,Direct Traffic,No,No,5,306,1.25,Email Opened,Yes
7190,India,IT Projects Management,Student of SomeSchool,,,API,Google,No,No,4,699,4,SMS Sent,Yes
7191,India,Human Resource Management,Word Of Mouth,,,Landing Page Submission,Google,No,No,4,666,2,SMS Sent,Yes
7192,India,Marketing Management,,Working Professional,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,1107,2,Email Opened,No
7193,India,Healthcare Management,Other,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,5,98,2.5,Form Submitted on Website,No
7194,India,Marketing Management,Online Search,Working Professional,Better Career Prospects,Landing Page Submission,Google,No,No,3,1839,3,Email Opened,Yes
7195,,,,,,API,Olark Chat,No,No,0,0,0,Email Link Clicked,No
7196,India,Operations Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,932,2,Email Opened,Yes
7197,,Human Resource Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,1,86,1,Converted to Lead,No
7198,India,"Banking, Investment And Insurance",,Student,Better Career Prospects,Landing Page Submission,Organic Search,No,No,3,89,1.5,Email Opened,No
7199,India,IT Projects Management,,Student,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,37,2,Olark Chat Conversation,No
7200,India,Human Resource Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,3,1348,3,Email Opened,Yes
7201,India,,,Unemployed,Better Career Prospects,API,Google,No,No,1,150,1,Converted to Lead,No
7202,India,Healthcare Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,Yes,No,2,712,2,SMS Sent,No
7203,India,Human Resource Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,1764,2,Email Opened,Yes
7204,India,Finance Management,Other,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,3,287,3,Email Opened,No
7205,India,Supply Chain Management,Online Search,,,Landing Page Submission,Direct Traffic,No,No,5,1816,5,Page Visited on Website,Yes
7206,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Email Opened,No
7207,India,Media and Advertising,,Unemployed,Better Career Prospects,Landing Page Submission,Organic Search,No,No,5,244,5,SMS Sent,No
7208,,,,,,API,Olark Chat,No,No,0,0,0,Email Opened,No
7209,,,,Unemployed,Better Career Prospects,Lead Add Form,Reference,No,No,0,0,0,Email Opened,Yes
7210,,,,,,API,Olark Chat,No,No,0,0,0,Email Opened,No
7211,Australia,Supply Chain Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,Yes,No,6,1403,6,Unsubscribed,No
7212,India,Finance Management,,Working Professional,Better Career Prospects,Lead Add Form,Reference,No,No,1,884,1,Email Opened,Yes
7213,India,Travel and Tourism,,Working Professional,Better Career Prospects,Landing Page Submission,Organic Search,No,No,4,3,4,SMS Sent,Yes
7214,India,"Banking, Investment And Insurance",,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,4,60,2,Page Visited on Website,No
7215,,,,Working Professional,Better Career Prospects,Lead Add Form,Reference,No,No,0,0,0,Email Opened,Yes
7216,India,Supply Chain Management,,Working Professional,Better Career Prospects,API,Google,No,No,2,1599,1,SMS Sent,Yes
7217,India,Human Resource Management,Online Search,,,Landing Page Submission,Google,No,No,2,1508,2,SMS Sent,Yes
7218,,,,,,API,Olark Chat,No,No,0,0,0,Email Opened,No
7219,India,Finance Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,Yes,No,2,150,2,SMS Sent,No
7220,,,,Unemployed,Better Career Prospects,Lead Add Form,Welingak Website,No,No,1,1162,1,SMS Sent,Yes
7221,India,Human Resource Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,4,1606,4,Email Opened,Yes
7222,India,IT Projects Management,Other,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,4,30,2,Olark Chat Conversation,No
7223,,,,Unemployed,Better Career Prospects,Lead Add Form,Welingak Website,No,No,0,0,0,Email Opened,Yes
7224,India,Finance Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,3,193,3,Olark Chat Conversation,No
7225,India,E-Business,Social Media,Unemployed,Better Career Prospects,Landing Page Submission,Google,Yes,No,5,497,5,Unsubscribed,No
7226,United Kingdom,Finance Management,,,,Landing Page Submission,Direct Traffic,No,No,3,178,1.5,SMS Sent,No
7227,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
7228,India,Operations Management,,Working Professional,Better Career Prospects,API,Organic Search,No,No,5,1184,5,SMS Sent,Yes
7229,India,,,Unemployed,Better Career Prospects,API,Google,No,No,2,1265,2,SMS Sent,Yes
7230,India,Operations Management,,Unemployed,Better Career Prospects,Landing Page Submission,Organic Search,No,No,4,1216,4,SMS Sent,Yes
7231,India,Supply Chain Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,5,253,5,Email Opened,Yes
7232,,Supply Chain Management,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,Yes
7233,India,,,Unemployed,Better Career Prospects,API,Direct Traffic,No,No,2,79,2,Olark Chat Conversation,No
7234,India,Finance Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,2,338,2,Email Link Clicked,No
7235,India,Operations Management,Online Search,Unemployed,Better Career Prospects,Lead Add Form,Welingak Website,No,No,1,1058,1,Email Opened,Yes
7236,,Marketing Management,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,SMS Sent,Yes
7237,India,Supply Chain Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,3,1298,3,SMS Sent,Yes
7238,India,,,,,API,Organic Search,No,No,6,1439,6,SMS Sent,No
7239,India,Human Resource Management,Other,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,5,1062,2.5,Email Opened,Yes
7240,,,,Unemployed,Better Career Prospects,Lead Add Form,Reference,Yes,No,0,0,0,SMS Sent,Yes
7241,India,,,Unemployed,Better Career Prospects,API,Direct Traffic,No,No,10,1324,2,SMS Sent,Yes
7242,India,Human Resource Management,,,,Landing Page Submission,Direct Traffic,No,No,1,42,1,Converted to Lead,No
7243,,,,,,API,Olark Chat,No,No,1,192,1,Olark Chat Conversation,No
7244,India,,,Unemployed,Better Career Prospects,API,Organic Search,No,No,5,1135,2.5,Email Opened,Yes
7245,India,Operations Management,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,3,177,1.5,SMS Sent,Yes
7246,India,Business Administration,,Unemployed,Better Career Prospects,Landing Page Submission,Organic Search,No,No,11,1914,3.67,SMS Sent,Yes
7247,India,Business Administration,Online Search,,,API,Olark Chat,No,No,3,190,3,Olark Chat Conversation,No
7248,,Finance Management,,,,Landing Page Submission,Direct Traffic,No,No,2,126,2,Converted to Lead,No
7249,India,,,,,Landing Page Submission,Organic Search,No,No,3,504,3,Converted to Lead,No
7250,,Human Resource Management,,Working Professional,Better Career Prospects,API,Olark Chat,No,No,0,0,0,SMS Sent,Yes
7251,India,Marketing Management,,Unemployed,Better Career Prospects,API,Organic Search,No,No,4,816,4,SMS Sent,Yes
7252,India,,,Unemployed,Better Career Prospects,API,Organic Search,No,No,1,233,1,Converted to Lead,No
7253,India,Finance Management,Student of SomeSchool,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,5,132,5,SMS Sent,No
7254,,,,Unemployed,Better Career Prospects,Lead Add Form,Reference,No,No,0,0,0,SMS Sent,Yes
7255,India,Business Administration,Email,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,2,269,2,SMS Sent,No
7256,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Email Opened,No
7257,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Email Opened,No
7258,India,Business Administration,,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,3,1613,3,Email Opened,No
7259,,,,,,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
7260,India,IT Projects Management,Student of SomeSchool,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,4,1500,4,SMS Sent,Yes
7261,India,Travel and Tourism,Student of SomeSchool,Unemployed,Better Career Prospects,Landing Page Submission,Google,No,No,4,188,2,Email Opened,No
7262,India,Human Resource Management,,,,Landing Page Submission,Organic Search,No,No,6,360,6,SMS Sent,No
7263,India,Travel and Tourism,,Unemployed,Better Career Prospects,Landing Page Submission,Organic Search,Yes,No,5,535,2.5,Page Visited on Website,No
7264,,,,Unemployed,Better Career Prospects,API,Olark Chat,No,No,0,0,0,Email Opened,Yes
7265,,,,,,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
7266,India,"Banking, Investment And Insurance",,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,7,1424,7,SMS Sent,Yes
7267,,,,,,API,Olark Chat,No,No,0,0,0,Olark Chat Conversation,No
7268,India,Travel and Tourism,Online Search,Unemployed,Better Career Prospects,Landing Page Submission,Direct Traffic,No,No,10,1360,5,Email Opened,Yes
